command,officers,avg_base_salary,avg_regular_hours,avg_regular_paid,avg_ot_hours,avg_ot_paid,avg_other_paid,avg_total_paid,avg_years_on_force,total_base_salary,total_regular_hours,total_regular_paid,total_ot_hours,total_ot_paid,total_other_paid,total_total_paid,total_years_on_force
OMAP ANALYSIS & MAPPING SECT,6,115050.83333333333,2080,119968,179.33333333333334,13664.5,17084.166666666668,150716.66666666666,14.662195585996955,690305,12480,719808,1076,81987,102505,904300,87.97317351598173
OPERATIONS & ANALYSIS SECTION,112,106227.00892857143,2065.3035714285716,104771.78571428571,426.33035714285717,25071.035714285714,17337.116071428572,147179.9375,17.916913323548616,11897425,231314,11734440,47749,2807956,1941757,16484153,2006.6942922374449
OPERATIONS BUREAU,6,136425.33333333334,2080,133283.83333333334,142.5,11860.166666666666,12099.5,157243.5,16.746232876712327,818552,12480,799703,855,71161,72597,943461,100.47739726027396
OPERATIONS RESEARCH SECTION,15,103018.53333333334,2005.3333333333333,98710.8,211.46666666666667,12975.866666666667,16748.066666666666,128434.73333333334,13.4751598173516,1545278,30080,1480662,3172,194638,251221,1926521,202.127397260274
OPERATIONS UNIT,61,94394,2080,94207.18032786885,428.0327868852459,22737.196721311477,19333.93442622951,136278.31147540984,15.450069241709713,5758034,126880,5746638,26110,1386969,1179370,8312977,942.4542237442924
OPS EPE RECOVERY TASK FORCE,3,125531,2080,125177,957.3333333333334,62212.333333333336,21077.333333333332,208466.66666666666,25.534322678843225,376593,6240,375531,2872,186637,63232,625400,76.60296803652967
OPS TECHNICAL SUPPORT UNIT,6,91138.33333333333,2080,95271.83333333333,301.6666666666667,19412.5,16180.833333333334,130865.16666666667,10.98818493150685,546830,12480,571631,1810,116475,97085,785191,65.9291095890411
ORGANIZED THEFT SQUAD,5,102580.8,2088.4,102502.6,460.4,31439,16525.8,150467.4,19.657625570776254,512904,10442,512513,2302,157195,82629,752337,98.28812785388128
PA SITE & SECURITY UNIT,43,89669.88372093023,2076.9302325581393,89129.55813953489,321.90697674418607,15188.767441860466,19298.06976744186,123616.3953488372,16.72375225655729,3855805,89308,3832571,13842,653117,829817,5315505,719.1213470319634
PATROL BORO BKLYN NORTH,63,104374.36507936507,2079.3809523809523,102752.92063492064,193.0793650793651,10363,17775.984126984127,130891.90476190476,16.653613104298042,6575585,131001,6473434,12164,652869,1119887,8246190,1049.1776255707766
PATROL BORO BKLYN SOUTH,57,110300.66666666667,2083,109573.50877192983,207.87719298245614,12921.40350877193,18357.122807017542,140852.0350877193,17.64098574060723,6287138,118731,6245690,11849,736520,1046356,8028566,1005.5361872146121
PATROL BORO BRONX,72,108118.59722222222,2081.875,107803.94444444444,182.48611111111111,11111.125,19157.75,138072.81944444444,19.182592909690513,7784539,149895,7761884,13139,800001,1379358,9941243,1381.146689497717
PATROL BORO MAN NORTH,56,118579.30357142857,2083.535714285714,117684.92857142857,241.51785714285714,15576.32142857143,18793.89285714286,152055.14285714287,19.985100701239407,6640441,116678,6590356,13525,872274,1052458,8515088,1119.1656392694067
PATROL BORO MAN SOUTH,58,108128.74137931035,2081.4137931034484,107455.3448275862,460.2586206896552,29583.120689655174,17578.206896551725,154616.6724137931,19.602806644622895,6271467,120722,6232410,26695,1715821,1019536,8967767,1136.962785388128
PATROL BORO QUEENS NORTH,55,103891.78181818181,2080.7636363636366,103325.92727272728,220.01818181818183,12229.8,16900.272727272728,132456,17.91932337069323,5714048,114442,5682926,12101,672639,929515,7285080,985.5627853881276
PATROL BORO QUEENS SOUTH,51,112757.07843137255,2080.823529411765,113124.17647058824,190.23529411764707,11432.333333333334,18759.803921568626,143316.3137254902,20.48428910376936,5750611,106122,5769333,9702,583049,956750,7309132,1044.6987442922373
PATROL BORO STATEN ISLAND,42,119401.97619047618,2082.9523809523807,118910.16666666667,222.21428571428572,13188.904761904761,19414.47619047619,151513.54761904763,20.885926288323553,5014883,87484,4994227,9333,553934,815408,6363569,877.2089041095892
PATROL SERVICES BUREAU,46,111106.45652173914,2083.6304347826085,110956.06521739131,287.6304347826087,17786,17011.108695652172,145753.1739130435,17.48918503077228,5110897,95847,5103979,13231,818156,782511,6704646,804.5025114155249
PAYROLL & BENEFITS DIVISION,4,111030.5,2080,110331.5,234.25,17348.25,15802,143481.75,17.423401826484017,444122,8320,441326,937,69393,63208,573927,69.69360730593607
PB INVESTIGATIONS UNIT,6,110819.33333333333,2087,109254.66666666667,236.5,16424,16430.333333333332,142109,18.879528158295283,664916,12522,655528,1419,98544,98582,852654,113.27716894977169
PB PAID DETAIL UNIT,18,89627.5,2082.3333333333335,91619.22222222222,54.77777777777778,2964.5,14700.388888888889,109284.11111111111,14.256373668188736,1613295,37482,1649146,986,53361,264607,1967114,256.61472602739724
PBBN INVESTIGATIONS UNIT,9,122300.44444444444,2080,121512.44444444444,242.22222222222223,14656.333333333334,20398.11111111111,156566.88888888888,19.612823439878234,1100704,18720,1093612,2180,131907,183583,1409102,176.5154109589041
PBBN PUBLIC SAFETY TEAMS,12,81755.08333333333,2083.5833333333335,78066.91666666667,1139.9166666666667,37112.166666666664,16567.666666666668,131746.75,9.59185692541857,981061,25003,936803,13679,445346,198812,1580961,115.10228310502285
PBBN SCOOTER TASK FORCE,1,85292,2080,85051,100,4853,14863,104767,14.405593607305937,85292,2080,85051,100,4853,14863,104767,14.405593607305937
PBBN SECURITY DETAIL,5,80858.6,2080,80209.8,135.6,5788.8,18579,104577.6,17.78691780821918,404293,10400,401049,678,28944,92895,522888,88.93458904109589
PBBS INVESTIGATIONS,11,121994.81818181818,2080,124579.18181818182,414.90909090909093,25937.18181818182,18291.454545454544,168807.81818181818,18.26382316313823,1341943,22880,1370371,4564,285309,201206,1856886,200.90205479452052
PBBS PUBLIC SAFETY TEAMS,15,73875.46666666666,2080,76080.6,601.6666666666666,19685.6,14484.333333333334,110250.53333333334,8.933021308980214,1108132,31200,1141209,9025,295284,217265,1653758,133.9953196347032
PBBX INVESTIGATIONS UNIT,16,118893.0625,2080,116995.75,446.125,25323.9375,22113.3125,164433,19.100770547945203,1902289,33280,1871932,7138,405183,353813,2630928,305.61232876712324
PBBX PUBLIC SAFETY TEAMS,13,76373.69230769231,2080,72756.46153846153,521.9230769230769,16556,14923.461538461539,104235.92307692308,7.187636108184055,992858,27040,945834,6785,215228,194005,1355067,93.43926940639271
PBMN INVESTIGATIONS UNIT,10,112286.7,2080,110230.6,271.6,15404.1,18285.9,143920.6,14.906643835616439,1122867,20800,1102306,2716,154041,182859,1439206,149.06643835616438
PBMN SCOOTER TASK FORCE,15,90401.86666666667,2080,90033.6,289.93333333333334,13812.6,17997.266666666666,121843.46666666666,13.191681887366817,1356028,31200,1350504,4349,207189,269959,1827652,197.87522831050225
PBMN SPECIALIZED UNITS,1,171310,2080,170827,0,0,29108,199935,26.405593607305935,171310,2080,170827,0,0,29108,199935,26.405593607305935
PBMS INVESTIGATIONS UNIT,11,122855.45454545454,2087.6363636363635,122896.90909090909,474.54545454545456,25613.454545454544,22192.363636363636,170702.72727272726,21.954265255292654,1351410,22964,1351866,5220,281748,244116,1877730,241.4969178082192
PBMS PUBLIC SAFETY TEAMS,25,68887.12,2080,66003.36,305.44,9706.24,12118.12,87827.72,5.983739726027398,1722178,52000,1650084,7636,242656,302953,2195693,149.59349315068496
PBMS SCOOTER TASK FORCE,18,87067,2080,86728.66666666667,407.1666666666667,27944.88888888889,16419.61111111111,131093.16666666666,12.098699898528665,1567206,37440,1561116,7329,503008,295553,2359677,217.77659817351596
PBMS SPECIALIZED UNITS,2,153410.5,2080,149353.5,517,31964.5,25888.5,207206.5,20.08224885844749,306821,4160,298707,1034,63929,51777,414413,40.16449771689498
PBQN CITI FIELD DETAIL,20,90891.35,2080,90627.05,226.8,10454.1,20265.2,121346.35,15.353767123287668,1817827,41600,1812541,4536,209082,405304,2426927,307.07534246575335
PBQN INVESTIGATIONS UNIT,10,119467.9,2080,118792.3,211.3,11815.7,20978.7,151586.7,20.506894977168947,1194679,20800,1187923,2113,118157,209787,1515867,205.0689497716895
PBQN PUBLIC SAFETY TEAMS,13,80320.15384615384,2080,80357.23076923077,211.84615384615384,7748.384615384615,16461.23076923077,104566.84615384616,8.5534861257464,1044162,27040,1044644,2754,100729,213996,1359369,111.1953196347032
PBQS INVESTIGATIONS UNIT,11,118005.27272727272,2083.818181818182,117784.18181818182,181.8181818181818,11448.545454545454,20444.909090909092,149677.63636363635,20.229213366542133,1298058,22922,1295626,2000,125934,224894,1646454,222.52134703196347
PBQS PUBLIC SAFETY TEAMS,17,87021.58823529411,2080,86054.17647058824,356.8235294117647,15752.411764705883,16777.117647058825,118583.70588235294,9.550758796669353,1479367,35360,1462921,6066,267791,285211,2015923,162.362899543379
PBSI FERRY SECURITY UNIT,57,87011.0701754386,2048.5438596491226,85932.19298245614,80.6842105263158,4201.473684210527,17256.526315789473,107390.19298245614,11.779698389810143,4959631,116767,4898135,4599,239484,983622,6121241,671.4428082191781
PBSI INVESTIGATIONS UNIT,8,117353.625,2090,120351.625,274.625,18843.5,18721,157916.125,16.91652397260274,938829,16720,962813,2197,150748,149768,1263329,135.33219178082192
PBSI PUBLIC SAFETY TEAMS,6,78910,2080,76570.16666666667,111.66666666666667,3869.6666666666665,17247.5,97687.33333333333,8.686853120243532,473460,12480,459421,670,23218,103485,586124,52.121118721461194
PERFORMANCE ANALYSIS SEC,14,99872.21428571429,2080,100561.5,195.07142857142858,12468.642857142857,15188,128218.14285714286,13.49341161121983,1398211,29120,1407861,2731,174561,212632,1795054,188.90776255707763
PERSONNEL BUREAU,22,117238.95454545454,2080,114372.63636363637,222.04545454545453,17672.68181818182,15698.727272727272,147744.04545454544,18.824735367372355,2579257,45760,2516198,4885,388799,345372,3250369,414.1441780821918
PERSONNEL ORDERS DIVISION,44,97963.09090909091,2074.5454545454545,98158.40909090909,211,13389.704545454546,14765.5,126313.61363636363,13.908610938148609,4310376,91280,4318970,9284,589147,649682,5557799,611.9788812785388
PHOTO UNIT,2,103342,2080,103051,359.5,22427,17748,143226,17.137043378995436,206684,4160,206102,719,44854,35496,286452,34.27408675799087
POL LAB FIREARMS ANALYSIS SEC,49,91748.87755102041,2080,90052.04081632652,369.57142857142856,20555.979591836734,15783.816326530612,126391.83673469388,14.725149100736184,4495695,101920,4412550,18109,1007243,773407,6193200,721.532305936073
POLICE ACADEMY,149,94857.75838926174,2069.798657718121,93982.04026845637,155.13422818791946,8778.302013422819,17680.48322147651,120440.8255033557,14.465269222518486,14133806,308400,14003324,23115,1307967,2634392,17945683,2155.3251141552546
POLICE ACTION LITIGATION SECTION,15,102379.73333333334,2080,103836.13333333333,252.2,17681.066666666666,16334.4,137851.6,16.933036529680365,1535696,31200,1557542,3783,265216,245016,2067774,253.99554794520546
POLICE CADET CORPS UNIT,4,105253,2090.5,103532.25,176.25,10436.5,17987.5,131956.25,18.089840182648402,421012,8362,414129,705,41746,71950,527825,72.35936073059361
POLICE COMMISSIONER,43,125619.88372093023,2094.093023255814,124528.79069767441,573.8372093023256,31749.86046511628,19042.674418604653,175321.32558139536,19.688770309015606,5401655,90046,5354738,24675,1365244,818835,7538817,846.6171232876711
POLICE LABORATORY,3,118771.33333333333,2094,114869.33333333333,264.3333333333333,18129.333333333332,19313.666666666668,152312.33333333334,19.198249619482496,356314,6282,344608,793,54388,57941,456937,57.59474885844749
POLICE PENSION FUND,8,93840.25,2080,93571,147.25,9050.5,14686.75,117308.25,16.060331050228314,750722,16640,748568,1178,72404,117494,938466,128.4826484018265
PROPERTY CLERK DIV,37,102297.4054054054,2080,103252.48648648648,135.75675675675674,8928.837837837838,16254.594594594595,128435.91891891892,16.49078119215105,3785004,76960,3820342,5023,330367,601420,4752129,610.1589041095889
PSA 1 VIPER 13,7,85292,2062,84170.71428571429,143.14285714285714,6274,17655.285714285714,108100,12.048630136986302,597044,14434,589195,1002,43918,123587,756700,84.34041095890412
PSA 2 VIPER 2,6,81597.5,1965.8333333333333,76687.66666666667,49.833333333333336,2214,15862.833333333334,94764.5,14.322469558599698,489585,11795,460126,299,13284,95177,568587,85.93481735159818
PSA 4 VIPER 6,6,75215.5,1994.6666666666667,69720.5,120.33333333333333,3894.8333333333335,14963.5,88578.83333333333,9.442998477929985,451293,11968,418323,722,23369,89781,531473,56.65799086757991
PSA 5 VIPER 12,8,82521.125,2057,79360.875,31.625,944.625,15623.125,95928.625,13.063769977168949,660169,16456,634887,253,7557,124985,767429,104.51015981735159
PSA 6 VIPER 1,8,77609.625,2037,65043.875,29.25,1427.125,14937,81408,11.211044520547947,620877,16296,520351,234,11417,119496,651264,89.68835616438358
PSA 7 VIPER 11,6,82588,2050,77867,51.333333333333336,1560.5,15411.5,94839,12.239821156773212,495528,12300,467202,308,9363,92469,569034,73.43892694063928
PSA 8 VIPER 4,6,78576.66666666667,1951,74651.5,39.5,997.6666666666666,19081.666666666668,94730.83333333333,12.440277777777778,471460,11706,447909,237,5986,114490,568385,74.64166666666667
PSA 9 JUVENILE ROB INTERV PRGM,1,85292,2080,85051,0,0,15590,100641,16.400114155251142,85292,2080,85051,0,0,15590,100641,16.400114155251142
PSA 9 VIPER 3,4,75469,2015.5,71776.5,170,7497.25,15824.75,95098.5,8.77679794520548,301876,8062,287106,680,29989,63299,380394,35.10719178082192
PSAC II SECURITY,21,93557.09523809524,2084,93484.71428571429,366.0952380952381,17613.04761904762,19110.52380952381,130208.28571428571,15.587818003913892,1964699,43764,1963179,7688,369874,401321,2734374,327.3441780821917
PSB NBHD POLICING ANALYSIS & SUPP UNIT,6,96549.5,2086.8333333333335,96268.16666666667,214.83333333333334,14597.666666666666,16736,127601.83333333333,14.069939117199391,579297,12521,577609,1289,87586,100416,765611,84.41963470319635
PUBLIC SECURITY SECTION,99,108816.30303030302,2084.222222222222,108574.23232323233,410.4646464646465,25406.878787878788,19076.333333333332,153057.44444444444,20.282488123241556,10772814,206338,10748849,40636,2515281,1888557,15152687,2007.9663242009142
QAD DATA INTEGRITY UNIT,3,101337.33333333333,2080,109477.33333333333,273.3333333333333,20395.666666666668,12856.333333333334,142729.33333333334,11.895890410958904,304012,6240,328432,820,61187,38569,428188,35.68767123287671
QN AUTO LARCENY UNIT,1,85292,2080,85051,190,8717,20286,114054,9.394634703196347,85292,2080,85051,190,8717,20286,114054,9.394634703196347
QN CRIME ANALYSIS UNIT,13,93325.07692307692,2080,95978.07692307692,183.3846153846154,11428.384615384615,16498.846153846152,123905.30769230769,15.434229012996136,1213226,27040,1247715,2384,148569,214485,1610769,200.64497716894977
QN EVIDENCE COLLECTION TEAM,26,87777.23076923077,2075.3846153846152,88735.19230769231,168.19230769230768,8179.538461538462,19813.30769230769,116728.03846153847,17.81555584826133,2282208,53960,2307115,4373,212668,515146,3034929,463.20445205479456
QNS COURT SECTION,67,94779.01492537314,2060.3880597014927,93706.68656716419,206.67164179104478,10921.731343283582,17939.940298507463,122568.35820895522,15.989110952088874,6350194,138046,6278348,13847,731756,1201976,8212080,1071.2704337899545
QS CRIME ANALYSIS UNIT,12,97665.91666666667,2083.4166666666665,100653,134.08333333333334,8818.333333333334,16523.166666666668,125994.5,17.911719939117198,1171991,25001,1207836,1609,105820,198278,1511934,214.94063926940638
QS EVIDENCE COLLECTION TEAM,26,89008.42307692308,2082.769230769231,88819.61538461539,173.84615384615384,8093.846153846154,19216.03846153846,116129.5,16.336959957850365,2314219,54152,2309310,4520,210440,499617,3019367,424.7609589041095
QUALITY ASSURANCE DIVISION,41,116243.43902439025,2080,114798.34146341463,158.14634146341464,12503.585365853658,15577.780487804877,142879.70731707316,17.494033299922037,4765981,85280,4706732,6484,512647,638689,5858068,717.2553652968036
QUARTERMASTER SECTION,44,93666.04545454546,2048.340909090909,91931.93181818182,302.65909090909093,16996.25,16034.568181818182,124962.75,14.497405562474055,4121306,90127,4045005,13317,747835,705521,5498361,637.8858447488584
QUEENS CHILD ABUSE SQUAD,20,96323.1,2080,93731.25,343.95,18518.1,15247.4,127496.75,13.40789383561644,1926462,41600,1874625,6879,370362,304948,2549935,268.1578767123288
QUEENS NIGHT WATCH,16,101941.0625,2080,101564.125,619.8125,27311.25,21786.1875,150661.5625,19.191531107305934,1631057,33280,1625026,9917,436980,348579,2410585,307.06449771689495
QUEENS NORTH BLAST,1,85292,2080,85051,0,19,18634,103704,18.43025114155251,85292,2080,85051,0,19,18634,103704,18.43025114155251
QUEENS NORTH GRAND LARCENY SQD,10,90762.4,2067,84093.2,354,17500.5,14508.4,116102.1,13.69953196347032,907624,20670,840932,3540,175005,145084,1161021,136.9953196347032
QUEENS NORTH VICE MODULE,4,100127.5,2080,99843.25,667,29168.5,18108.25,147120,14.034332191780821,400510,8320,399373,2668,116674,72433,588480,56.137328767123286
QUEENS ROBBERY SQUAD,13,98098.46153846153,2083.230769230769,96929.84615384616,513.2307692307693,28631.69230769231,15451.692307692309,141013.23076923078,13.161529680365298,1275280,27082,1260088,6672,372212,200872,1833172,171.09988584474888
QUEENS SOUTH GRAND LARCENY SQD,10,98303.1,2080,96431.3,449,23307.4,14959.6,134698.3,14.837317351598173,983031,20800,964313,4490,233074,149596,1346983,148.37317351598173
QUEENS SOUTH OPER HOMICIDE SQD,16,112381.6875,2082.6875,110788.4375,597.0625,35171.8125,20284.875,166245.125,20.92954480593607,1798107,33323,1772615,9553,562749,324558,2659922,334.87271689497715
QUEENS SOUTH VICE MODULE,9,100000.77777777778,2084.4444444444443,98402.66666666667,456.6666666666667,20308.555555555555,18227.333333333332,136938.55555555556,13.910299340436328,900007,18760,885624,4110,182777,164046,1232447,125.19269406392695
QUEENS SPECIAL VICTIMS SQUAD,26,96125.26923076923,2080,94271.92307692308,436.8076923076923,23236.80769230769,16012.307692307691,133521.03846153847,12.39078854935019,2499257,54080,2451070,11357,604157,416320,3471547,322.16050228310496
QUEENS TRANSIT ROBBERY SQUAD,16,94773.75,2080,93590.875,357.0625,18866.9375,17126.4375,129584.25,15.216024543378996,1516380,33280,1497454,5713,301871,274023,2073348,243.45639269406394
QUEENS WARRANT SQD,11,93300.45454545454,2080,90321.09090909091,63.54545454545455,3282.3636363636365,17103,110706.45454545454,12.783904109589042,1026305,22880,993532,699,36106,188133,1217771,140.62294520547945
REAL TIME CRIME CENTER,26,93921.5,2080,92917.84615384616,404.61538461538464,19146.923076923078,16861.69230769231,128926.46153846153,11.24579381805409,2441959,54080,2415864,10520,497820,438404,3352088,292.39063926940634
RESOURCE MANAGEMENT SECTION,11,97653.27272727272,2087,95233.90909090909,196.54545454545453,12125.90909090909,14827.181818181818,122187,15.697706517227067,1074186,22957,1047573,2162,133385,163099,1344057,172.67477168949773
RISK MANAGEMENT BUREAU,4,101874.5,2080,101219,255,16040,17399.75,134658.75,16.66997716894977,407498,8320,404876,1020,64160,69599,538635,66.67990867579908
RISK MITIGATION DIVISION,4,112607,2080,112378.75,67.25,4239.75,15172.5,131791,14.657591324200913,450428,8320,449515,269,16959,60690,527164,58.63036529680365
RMB CD BODY WORN CAMERA UNIT,14,91893.71428571429,2080,94322.28571428571,316.42857142857144,19194.071428571428,13246,126762.35714285714,13.186757990867578,1286512,29120,1320512,4430,268717,185444,1774673,184.6146118721461
RMB TRAINING UNIT,3,114065,2080,125561,182.66666666666666,14279.333333333334,15984.666666666666,155825,17.356202435312024,342195,6240,376683,548,42838,47954,467475,52.06860730593607
RTCC FACIAL IDENTIFICATION SEC,7,102984.28571428571,2080,102693.28571428571,509.85714285714283,30341.571428571428,18286.571428571428,151321.42857142858,18.126891715590347,720890,14560,718853,3569,212391,128006,1059250,126.88824200913243
RTCC INVESTIGATIVE SUPPORT SEC,30,96340.06666666667,2082.8,95416.7,491.7,25186.933333333334,18338.733333333334,138942.36666666667,15.699623287671226,2890202,62484,2862501,14751,755608,550162,4168271,470.9886986301368
RTCC JUVENILE CRIME DESK,15,84277.06666666667,2080,84003.4,259.73333333333335,12445.333333333334,18341.666666666668,114790.4,13.039726027397258,1264156,31200,1260051,3896,186680,275125,1721856,195.59589041095887
RTCC SOCIAL MEDIA ANALYSIS & RESEARCH TEAM,42,101562.09523809524,2085.0238095238096,100884.19047619047,459.64285714285717,25405.166666666668,17473.071428571428,143762.42857142858,16.32180908893238,4265608,87571,4237136,19305,1067017,733869,6038022,685.5159817351599
RTS ADMIN STAFF,1,85292,2080,85051,1,30,14944,100025,15.901369863013699,85292,2080,85051,1,30,14944,100025,15.901369863013699
RTS RECRUITS,6,42916.666666666664,1520,30205,7.166666666666667,183,1751.8333333333333,32139.833333333332,1.125589802130898,257500,9120,181230,43,1098,10511,192839,6.753538812785388
SCHOOL SAFETY DIVISION,14,130360.57142857143,2080,129413.14285714286,141.07142857142858,10109.5,19599.428571428572,159122.07142857142,20.334735812133072,1825048,29120,1811784,1975,141533,274392,2227709,284.68630136986303
SCUBA UNIT,33,90023.48484848485,2081.909090909091,88696.63636363637,168.9090909090909,10035.151515151516,17330.666666666668,116062.45454545454,13.533257229832572,2970775,68703,2926989,5574,331160,571912,3830061,446.59748858447483
SENSITIVE DATA UNIT,17,101099.70588235294,2086.8823529411766,100258.35294117648,454.3529411764706,21259.764705882353,18275.882352941175,139794,18.541915122213272,1718695,35477,1704392,7724,361416,310690,2376498,315.2125570776256
SEX OFFENDER MONITORING UNIT,10,96058.7,2084.2,96001.1,412.6,26680.1,15800.6,138481.8,17.383356164383564,960587,20842,960011,4126,266801,158006,1384818,173.83356164383562
"SHIELD, ID, & UNIFORMED SERVICES UNIT",5,99944.2,2080,95111,245.8,17600,15489.6,128200.6,15.874041095890414,499721,10400,475555,1229,88000,77448,641003,79.37020547945207
SI CRIME ANALYSIS UNIT,7,96377.28571428571,2080,95926,162.28571428571428,10775.285714285714,15857.142857142857,122558.42857142857,16.55076647097195,674641,14560,671482,1136,75427,111000,857909,115.85536529680365
SI EVIDENCE COLLECTION TEAM,14,93176.78571428571,2080,92811.07142857143,122.28571428571429,6342.857142857143,19313.64285714286,118467.57142857143,17.86093444227006,1304475,29120,1299355,1712,88800,270391,1658546,250.05308219178085
SID ANIMAL CRUELTY INV SQD,11,103442.36363636363,2091.090909090909,103060.90909090909,441.8181818181818,31917.090909090908,16859.727272727272,151837.72727272726,19.99857824823578,1137866,23002,1133670,4860,351088,185457,1670215,219.98436073059358
SID COMPUTER CRIMES,17,104345.88235294117,2089.529411764706,104495.35294117648,390.88235294117646,25748.058823529413,16169.235294117647,146412.64705882352,17.36299355358582,1773880,35522,1776421,6645,437717,274877,2489015,295.1708904109589
SID HOSTAGE NEGOTIATION TEAM,2,130521,2080,123720,321,25626,18186.5,167532.5,17.165810502283104,261042,4160,247440,642,51252,36373,335065,34.33162100456621
SPECIAL FRAUDS SQUAD,4,110393.75,2092.5,109407.25,383.75,29270.5,17276.75,155954.5,21.56172945205479,441575,8370,437629,1535,117082,69107,623818,86.24691780821917
SPECIAL INVESTIGATIONS DIV,13,115816.07692307692,2080,113786.30769230769,368.15384615384613,25607.23076923077,18754.46153846154,158148,19.793765367053034,1505609,27040,1479222,4786,332894,243808,2055924,257.31894977168946
SPECIAL VICTIMS DIV ZONE 1,1,171310,2080,170827,0,0,21495,192322,21.764383561643836,171310,2080,170827,0,0,21495,192322,21.764383561643836
SPECIAL VICTIMS DIV ZONE 3,1,171310,2080,170827,0,0,29777,200604,21.764383561643836,171310,2080,170827,0,0,29777,200604,21.764383561643836
SPECIAL VICTIMS DIVISION,13,111310.30769230769,2080,108275.23076923077,235.30769230769232,13557.307692307691,16734.846153846152,138567.38461538462,15.564664559185111,1447034,27040,1407578,3059,176245,217553,1801376,202.34063926940644
SPECIALIZED TRAINING SECTION,41,96309.65853658537,1968.1951219512196,87393.85365853658,107.8048780487805,6284.804878048781,17034.60975609756,110713.26829268293,16.137515313509297,3948696,80696,3583148,4420,257677,698419,4539244,661.6381278538812
SPRING 3100,2,122885.5,2080,121706.5,37,3991,14240.5,139938,26.62197488584475,245771,4160,243413,74,7982,28481,279876,53.2439497716895
SSB INVESTIGATIONS UNIT,4,110900.5,2090.5,108052.5,129.5,8429.75,19074.25,135556.5,19.90690639269406,443602,8362,432210,518,33719,76297,542226,79.62762557077625
SSD INVESTIGATIONS UNIT,12,119994,2083.5833333333335,124247.16666666667,251.75,19570.75,15713.75,159531.66666666666,16.905117960426182,1439928,25003,1490966,3021,234849,188565,1914380,202.86141552511418
STATEN ISLAND BLAST,2,97324,2080,97050,590,27115.5,20157,144322.5,16.649372146118722,194648,4160,194100,1180,54231,40314,288645,33.298744292237444
STATEN ISLAND COURT SECTION,32,95510.71875,2074.8125,96862.21875,148.375,8479.46875,17851.90625,123193.59375,16.030900399543377,3056343,66394,3099591,4748,271343,571261,3942195,512.9888127853881
STATEN ISLAND GRAND LARCENY SQD,8,105399.25,2080,105646.75,533.75,26922.5,16956.75,149526,16.353867009132422,843194,16640,845174,4270,215380,135654,1196208,130.83093607305938
STATEN ISLAND OPER HOMICIDE SQD,9,110678.88888888889,2084.5555555555557,110071.66666666667,542.1111111111111,33219.22222222222,18569.222222222223,161860.11111111112,18.736136478944697,996110,18761,990645,4879,298973,167123,1456741,168.62522831050228
STATEN ISLAND OPER NIGHT WATCH,7,99270.71428571429,2080,98821.42857142857,597.1428571428571,26412,20285.428571428572,145518.85714285713,16.697928897586433,694895,14560,691750,4180,184884,141998,1018632,116.88550228310503
STATEN ISLAND SPECIAL VICTIMS SQUAD,14,96530.28571428571,2080,95310.07142857143,422.14285714285717,24717.714285714286,15788.142857142857,135815.92857142858,14.845450097847358,1351424,29120,1334341,5910,346048,221034,1901423,207.836301369863
STRANGER RAPE COLD CASE SQUAD,2,96913,2080,96635,624,29943,16150.5,142728.5,15.831506849315069,193826,4160,193270,1248,59886,32301,285457,31.663013698630138
STRATEGIC RESP GRP 1 MANHATTAN,109,87195.49541284403,2082.3119266055046,85040.18348623853,497.0275229357798,23203.8623853211,17487.495412844037,125731.54128440368,11.657634786980024,9504309,226972,9269380,54176,2529221,1906137,13704738,1270.6821917808227
STRATEGIC RESP GRP 2 BRONX,105,89965.87619047619,2065.247619047619,89802.58095238096,477.1047619047619,23481.209523809524,18913.409523809525,132197.2,13.269687975646892,9446417,216851,9429271,50096,2465527,1985908,13880706,1393.3172374429237
STRATEGIC RESP GRP 3 BROOKLYN,90,88345.28888888888,2079.4222222222224,86002.84444444445,477.1222222222222,22046.222222222223,17967.466666666667,126016.53333333334,11.302082699137497,7951076,187148,7740256,42941,1984160,1617072,11341488,1017.1874429223747
STRATEGIC RESP GRP 4 QUEENS,100,89126.2,2061.65,87229.06,525.07,25044,18922.88,131195.94,13.561900684931516,8912620,206165,8722906,52507,2504400,1892288,13119594,1356.1900684931516
STRATEGIC RESP GRP 5 SI,56,90622.17857142857,2080,89745.08928571429,511.85714285714283,25319.89285714286,18428.678571428572,133493.6607142857,12.6248369210698,5074842,116480,5025725,28664,1417914,1032006,7475645,706.9908675799088
STRATEGIC RESPONSE GROUP,27,109642.07407407407,2080,108629.11111111111,399.25925925925924,21462.555555555555,19891.296296296296,149982.96296296295,19.336863690174187,2960336,56160,2932986,10780,579489,537065,4049540,522.0953196347031
STRATEGIC TECHNOLOGY DIVISION,28,96716.96428571429,2079.1428571428573,93062.71428571429,317.07142857142856,19651.89285714286,17121.821428571428,129836.42857142857,14.330789302022174,2708075,58216,2605756,8878,550253,479411,3635420,401.2621004566209
STRIKE FORCE,25,115051.64,2083.36,113072.72,637.04,39248.04,19338.36,171659.12,21.777621004566214,2876291,52084,2826818,15926,981201,483459,4291478,544.4405251141553
SUPPORT SERVICES BUREAU,6,117523.66666666667,2086.8333333333335,117346.83333333333,80.5,6600.666666666667,17094.833333333332,141042.33333333334,18.23523592085236,705142,12521,704081,483,39604,102569,846254,109.41141552511417
